name,twt_handle,tweet_body,post_date,reply_cnt,rt_cnt,like_cnt
私のエレガンス BSテレ東 土曜ドラマ9【公式】,@BS7ch_Elegance,,2022-03-28T10:03:14.000Z,,,
IG証券,@IGJapan,,2022-03-28T10:03:08.000Z,,,
らるふQn,@Ralph_Qn,,2022-03-28T10:03:06.000Z,,,
Liberta,@LibertanewLife,,2022-03-28T10:03:00.000Z,1,,
さぐ@七夢垢,さぐ@七夢垢,,2022-03-28T10:02:34.000Z,1,,
りん5m,@linnin20,,2022-03-28T10:02:17.000Z,1,,
k mama,@You00444,,2022-03-28T10:01:52.000Z,1,,1
トモゴマフ（アスナバニー販売準備中）,@tomogomahu,,2022-03-28T10:01:18.000Z,,,1
avix.ethᶦᵏᶻ,@avixeth,holy shit congrats!,2022-03-28T10:01:08.000Z,,,1
Ethereum NFT Floor Watch,@EthereumWatch1,   @azukizen   : 19 to 15.7 (-17.4%)    @coolcatsnft  : 9.3 to 9 (-3.2%)    @larvalabs  Autoglyphs : 179 to 210 (+17.3%)    @worldofwomennft  : 11 to 10 (-9.1%)    @artblocks_io  Chromie Squiggle : 8   @CyberKongz  : 63.8,2022-03-28T10:01:03.000Z,,,
西瓜茶(MR.SUIKA),@suikachai,Welcome to Underground,2022-03-28T10:00:49.000Z,,,
DEMURI,@DEMURI_NFT,"Now we’re giving away  10 free mint spots  Follow  @DEMURI_NFT  Like & RT Tag 3 friends  (More tags = More chances) 
Ends in 24hr Let’s go!  We’ll give more surprises.PLEASE FOLLOW US!  #NFT   #azuki    #DEMURINFT    #NFTs   #NFTGiveway   #NFTCommunity   #nftart   #nftarts   #Muri",2022-03-28T10:00:36.000Z,6,8,13
貴海 渚,@takaminagisa,,2022-03-28T10:00:30.000Z,1,1,1
milk,@964441356,@Lufei413   @0xBender    @AzukiZen    cool～,2022-03-28T10:00:11.000Z,1,,1
NFT Whale Alert,@nftwhalealert,"Hourly Top Volume
Autoglyphs: Ξ179.00 ($595,815.82)
World of Women Galaxy: Ξ61.74 ($205,496.21) Azuki : Ξ58.84 ($195,853.65)
The Art of Seasons: Ξ28.38 ($94,476.34)
KIWAMI Genesis: Ξ20.25 ($67,389.76)
RTFKT - MNLTH: Ξ17.44 ($58,050.44)",2022-03-28T10:00:06.000Z,1,1,6
Aserebit,@aserebit,"NFT Sales Slid Lower This Week, Cronos NFT Volume Jumps 236% Higher,  Azuki  Collection Rises",2022-03-28T10:00:03.000Z,,,1
くろうさ·̩͙꒰ঌ໒꒱·̩͙,@_mayo_x_,,2022-03-28T10:00:01.000Z,1,,1
Trippy ART,@Trippy_Art_NFT,"#trippy   #트리피    AZUKI  바닥가격 급상승 중!  8점(Excellent) 더 자세한 내용이 궁금하다면!
글 보러가기 :  https://  #nft   #web3   #암호화폐   #코인   #cryptocurrecy   #Cryptos   #CryptoNews    @AzukiZen",2022-03-28T10:00:00.000Z,4,,1
みちる⭐︎ネコ科,@Splayer_rose,,2022-03-28T09:59:59.000Z,,,
ロボたんのママ@まこまこ(ママ左小指PIP脱臼骨折中),ロボたんのママ@まこまこ(ママ左小指PIP脱臼骨折中),,2022-03-28T09:59:39.000Z,,,
Material_VRC,@Material_VRC,,2022-03-28T09:59:13.000Z,1,,1
steph,@Lesgo14658920,"Saw the real dedication in u fam, u even changed ur pfp ",2022-03-28T09:58:36.000Z,,,
WISED.ETH,@WIS3D,"Congratulations  @KiwamiNFT  - I love the art and discord vibes. Got me feeling nostalgic, familiar feeling from   @AzukiZen   post mint vibes!",2022-03-28T09:58:03.000Z,,,2
WISED.ETH,@WIS3D,"Congratulations  @KiwamiNFT  - I love the art and discord vibes. Got me feeling nostalgic, familiar feeling from   @AzukiZen   post mint vibes!",2022-03-28T09:58:03.000Z,,,2
Berak Lu,@imransiddiqs,i could’ve got an  azuki  nft for 0.25$ ,2022-03-28T09:56:49.000Z,,,2
姫乃 羽咲,@stpn_usagi,,2022-03-28T09:56:02.000Z,,,1
なまず,@namazuuuuuun,,2022-03-28T09:55:37.000Z,,,1
TheCryptoNotice.com,@thecryptonotice,"NFT Sales Slid Lower This Week, Cronos NFT Volume Jumps 236% Higher,  Azuki  Collection Rises  – News Bitcoin News",2022-03-28T09:55:22.000Z,,,
桑原 大輔,@dk41326,,2022-03-28T09:54:47.000Z,,1,1
仁志丸なむ☆地底のチェロ民,@ayn4611720nqq,,2022-03-28T09:54:34.000Z,,,1
Bakuman Ebooks,@BakumanEbooks,"My dad gave me the go-ahead really quickly, and my grandfather gave me the studio... I want to marry  Azuki , but that's not the only reason I want to become a manga artists now. I'm not a man if I don't become a manga artist after all this... I'm not a man if I don't go for it!",2022-03-28T09:54:33.000Z,,,1
リブリブ,@y_y3love35,,2022-03-28T09:54:20.000Z,1,,1
みずなの^ ^,@omizumizu7,,2022-03-28T09:54:07.000Z,1,,1
Carolina,@huyentran267,"@ngoclinh054   @hoangvantien001   @ahoang028  
  @hoangnguyen9912",2022-03-28T09:54:05.000Z,,,
ﾏｯｹｲ,@Dylan_MacKay___,,2022-03-28T09:53:02.000Z,1,,1
NFT enthusiast,@cb1crypto,Wow congrats !,2022-03-28T09:52:42.000Z,,,1
kuruto＠仮想ニコ生主？&ミクチャ公認ライバー,@kuruto_officer,,2022-03-28T09:52:32.000Z,,,
Edward Satria.eth,@EdwardSatria,Mantapp,2022-03-28T09:52:28.000Z,,,1
Kettei,@web3skater,Maybe that's the  Azuki  announcement on the 30th?,2022-03-28T09:52:18.000Z,,,1
Thundergoaty,@thundergoaty,"@ThePlagueNFT  this person has never completed a giveaway in their life.  IO 4 days ago,  Azuki  giveaway 2-3 days ago, and now this giveaway.  Wasting people’s time to gain followers.  Only a matter of time before they start tweeting about wanting to get rid of a MAYC on the cheap.",2022-03-28T09:52:08.000Z,,,1
𝚑𝚊𝚛𝚞𝚔𝚊𝚛𝚒,@shain20031229,,2022-03-28T09:52:07.000Z,1,,
Dominic.eth,@DominicsartNFT,The art is insane mix between bored ape and  azuki  but totally unique definitely buying,2022-03-28T09:52:04.000Z,1,,
laky,@TheLakyDog,What brand?  They have nothing yet!,2022-03-28T09:51:56.000Z,,,
うめみや,@umechan_s_saku,,2022-03-28T09:51:18.000Z,1,,
Dominic.eth,@DominicsartNFT,The art is insane mix between bored ape and  azuki  but totally unique definitely buying,2022-03-28T09:52:04.000Z,1,,
laky,@TheLakyDog,What brand?  They have nothing yet!,2022-03-28T09:51:56.000Z,,,
うめみや,@umechan_s_saku,,2022-03-28T09:51:18.000Z,1,,
TuckoPariPari Angelタック｡パリパリ,@tuckoparipari,,2022-03-28T09:51:15.000Z,,1,2
MYDL@暁月中,MYDL@暁月中,,2022-03-28T09:51:01.000Z,,,
狐,@r__kitsune,,2022-03-28T09:50:26.000Z,,,
"0x中本とうる夜に駆ける.eth (, )",@satoshi_trump,,2022-03-28T09:50:25.000Z,,2,1
みずなの^ ^,@omizumizu7,,2022-03-28T09:50:23.000Z,1,,1
さらに、∞に幸せな５月生まれの蜃気楼(*´▽｀*)金銭的にも幸せになります,@VTJRhLIiHrgznyi,,2022-03-28T09:49:49.000Z,,,
甘々ジングク,@ama_ama_loveban,,2022-03-28T09:49:39.000Z,,,
nickay,@azukigrinder,eth pumping just makes my road to get my first skater get harder and harder,2022-03-28T09:49:25.000Z,,,
Lunat1k,@lunat1k33,"current bags:   Azuki : 12x
Muri: 8x
BAYC: 11x
MAYC: 20x
Doodles: 3x
NFTWorlds: 1x
mfers: 4x
Metroverse: 6x
Mavia: 2x
Kaiju: 23x
Coolmans: 9x
Karafuru: 12x
Swampverse: 19x
Alien Frens: 2x
Habibiz: 10x
EtherOrcs: 6x
Crypto Coven: 5x",2022-03-28T09:48:33.000Z,,,1
kuruto＠仮想ニコ生主？&ミクチャ公認ライバー,@kuruto_officer,,2022-03-28T09:47:28.000Z,2,,
azuki,@azuki09outi,,2022-03-28T09:47:21.000Z,,,1
NFT Alerts by Moby.gg,@MobyAlerts," Top whale purchases this hour: 

1) 8x xmfers 
2) 1x  Azuki  
3) 1x Ghostbusters: Afterlife Collectibles",2022-03-28T09:46:59.000Z,,,1
DYSTOPIAN BABYPUNKS,@Dystobabypunks,,2022-03-28T09:46:52.000Z,1,,1
Rice,@chrisgotrice,"GIVING AWAY 1 FREE  @CuteZukiNFT . A cute derivative project of   @AzukiZen   

To enter: Follow me  @chrisgotrice  Like + RT Tag 3 friends (the more the merrier) 

Picking winners in 48 hours. Good luck everyone! :)",2022-03-28T09:46:42.000Z,2,3,4
DYSTOPIAN BABYPUNKS,@Dystobabypunks,,2022-03-28T09:46:52.000Z,1,,1
Rice,@chrisgotrice,"GIVING AWAY 1 FREE  @CuteZukiNFT . A cute derivative project of   @AzukiZen   

To enter: Follow me  @chrisgotrice  Like + RT Tag 3 friends (the more the merrier) 

Picking winners in 48 hours. Good luck everyone! :)",2022-03-28T09:46:42.000Z,2,3,4
𝒾𝒷,@snowhite0602,,2022-03-28T09:46:36.000Z,1,,1
小熊誠一郎熊神Harukaおでころねすきー＜＞＜飼育員,@05yui_haruka,,2022-03-28T09:46:11.000Z,1,,1
The Azuki Bot,@TheAzukiBot,The Current Floor Price for  Azuki  is Ξ15.7($52224.48) #NFTCommunity   #NFTs   #Azuki    #Azukizen    @AzukiZen  Follow  @ShellMechanic  for more!,2022-03-28T09:45:54.000Z,,2,2
Keera.ooc,@OinkOink1478,Yay   congrats,2022-03-28T09:45:47.000Z,,,1
0xKelly.eth,@0xKelly,Great news! Congrats!,2022-03-28T09:45:34.000Z,,,1
龍 風 和,@kazemizutsuki,,2022-03-28T09:45:21.000Z,,,1
らるふQn,@Ralph_Qn,,2022-03-28T09:45:21.000Z,1,,
よっくん,@yossiydao,,2022-03-28T09:45:18.000Z,,,1
𝙉𝙞𝙦.𝙚𝙩𝙝,@NiqisLucky,什么时候出一个 Azuki 级别的我买爆,2022-03-28T09:45:04.000Z,4,,42
みぃに☺︎,@miusaha123,,2022-03-28T09:45:04.000Z,1,,1
れがしぃ,@Legacy_Match,,2022-03-28T09:44:23.000Z,,,
Monk3yy,@notmonk3yy,"Lfggg famm , mann we almost got the same story   paper my  azuki  at 6 , and sold my muri at .5 hahaha. Now its time to get on board ",2022-03-28T09:44:02.000Z,,,
clipped,@0xClipped,"Collection Name:  azuki Floor Price: 15.7 Ξ
24hr Change: -68.21%  Total Volume: 149441.40 Ξ
One Day Volume: 972.41 Ξ
Total Sales: 20548
Daily Sales: 47

Opensea:  http:// ki … Floor buy:  http:// ki?search[sortAscending]=true&search[sortBy]=PRICE&search[toggles][0]=BUY_NOW …   Unix: 1648460633",2022-03-28T09:43:53.000Z,,,
シャル,@chorloneski,,2022-03-28T09:43:30.000Z,,,1
Dablacks©,@dablacksnft,#BAYC  ,2022-03-28T09:42:31.000Z,,,2
IKUSA,@IDrakonova,looks so good,2022-03-28T09:42:21.000Z,,,
Chak Balam,@BalamChak,"Seems too good to be true.
There is nothing in the  Azuki  page...",2022-03-28T09:41:45.000Z,,,1
ΥΘΗ,@Yoh_Jirapat,"Bravo, congrats",2022-03-28T09:41:30.000Z,,,1
𝙉𝙞𝙦.𝙚𝙩𝙝,@NiqisLucky,什么时候出一个 Azuki 级别的我买爆,2022-03-28T09:45:04.000Z,4,,42
みぃに☺︎,@miusaha123,,2022-03-28T09:45:04.000Z,1,,1
れがしぃ,@Legacy_Match,,2022-03-28T09:44:23.000Z,,,
Monk3yy,@notmonk3yy,"Lfggg famm , mann we almost got the same story   paper my  azuki  at 6 , and sold my muri at .5 hahaha. Now its time to get on board ",2022-03-28T09:44:02.000Z,,,
clipped,@0xClipped,"Collection Name:  azuki Floor Price: 15.7 Ξ
24hr Change: -68.21%  Total Volume: 149441.40 Ξ
One Day Volume: 972.41 Ξ
Total Sales: 20548
Daily Sales: 47

Opensea:  http:// ki … Floor buy:  http:// ki?search[sortAscending]=true&search[sortBy]=PRICE&search[toggles][0]=BUY_NOW …   Unix: 1648460633",2022-03-28T09:43:53.000Z,,,
シャル,@chorloneski,,2022-03-28T09:43:30.000Z,,,1
Dablacks©,@dablacksnft,#BAYC  ,2022-03-28T09:42:31.000Z,,,2
IKUSA,@IDrakonova,looks so good,2022-03-28T09:42:21.000Z,,,
Chak Balam,@BalamChak,"Seems too good to be true.
There is nothing in the  Azuki  page...",2022-03-28T09:41:45.000Z,,,1
ΥΘΗ,@Yoh_Jirapat,"Bravo, congrats",2022-03-28T09:41:30.000Z,,,1
Jally,@__Jallison,These are    @Kidzuki_NFT   #Kidzuki   #Azuki    #AzukiArt   #NFT   #NFTGiveaway   #NFTCommunity   #ART   #Web3,2022-03-28T09:41:21.000Z,2,1,7
nDAO,@NalaDefi,Holy cow ,2022-03-28T09:40:55.000Z,,,1
𝚑𝚊𝚛𝚞𝚔𝚊𝚛𝚒,@shain20031229,,2022-03-28T09:40:45.000Z,1,,1
Pia,@larrosa_pia,@AzukiZen  ,2022-03-28T09:40:38.000Z,,,
みちゅTL追えず,@michu_mori,,2022-03-28T09:40:32.000Z,1,,1
amedi,@Bamedi_,"Amazing, congrats!",2022-03-28T09:39:57.000Z,,,3
fengari.eth,@fengari_eth,NFT LA! ,2022-03-28T09:39:41.000Z,,,
ミズ(極稀に母),@mizu_4,,2022-03-28T09:39:22.000Z,,,
lol,@offgucciwhite,Bruh you literally went and grabbed a whole different picture. How dense are you ,2022-03-28T09:38:42.000Z,,,
Skanft,@skanft,Can you check dm ,2022-03-28T09:38:28.000Z,,,
Material_VRC,@Material_VRC,,2022-03-28T09:38:26.000Z,1,,
Jally,@__Jallison,These are    @Kidzuki_NFT   #Kidzuki   #Azuki    #AzukiArt   #NFT   #NFTGiveaway   #NFTCommunity   #ART   #Web3,2022-03-28T09:41:21.000Z,2,1,7
nDAO,@NalaDefi,Holy cow ,2022-03-28T09:40:55.000Z,,,1
𝚑𝚊𝚛𝚞𝚔𝚊𝚛𝚒,@shain20031229,,2022-03-28T09:40:45.000Z,1,,1
Pia,@larrosa_pia,@AzukiZen  ,2022-03-28T09:40:38.000Z,,,
みちゅTL追えず,@michu_mori,,2022-03-28T09:40:32.000Z,1,,1
amedi,@Bamedi_,"Amazing, congrats!",2022-03-28T09:39:57.000Z,,,3
fengari.eth,@fengari_eth,NFT LA! ,2022-03-28T09:39:41.000Z,,,
ミズ(極稀に母),@mizu_4,,2022-03-28T09:39:22.000Z,,,
lol,@offgucciwhite,Bruh you literally went and grabbed a whole different picture. How dense are you ,2022-03-28T09:38:42.000Z,,,
Skanft,@skanft,Can you check dm ,2022-03-28T09:38:28.000Z,,,
Material_VRC,@Material_VRC,,2022-03-28T09:38:26.000Z,1,,
きむきむ@じゃろ組【323~328三次旅行】,きむきむ@じゃろ組,,2022-03-28T09:37:43.000Z,1,,2
John | LAW,@JohnAlfred46,Me too,2022-03-28T09:37:09.000Z,,,
levidy.eth,@Levidy7,Welcome to the Garden ,2022-03-28T09:36:52.000Z,,,
NFT Klondike,@NFTklondike,Have a look on  @The_Habibiz  they have also a solid road map ,2022-03-28T09:36:34.000Z,,,
トモゴマフ（アスナバニー販売準備中）,@tomogomahu,,2022-03-28T09:36:25.000Z,,,1
お塩❂,@SalzSalt,,2022-03-28T09:35:39.000Z,1,,
NFT Klondike,@NFTklondike,One of the OG’s NFT.,2022-03-28T09:35:10.000Z,,,1
Material_VRC,@Material_VRC,,2022-03-28T09:38:26.000Z,1,,
きむきむ@じゃろ組【323~328三次旅行】,きむきむ@じゃろ組,,2022-03-28T09:37:43.000Z,1,,2
John | LAW,@JohnAlfred46,Me too,2022-03-28T09:37:09.000Z,,,
levidy.eth,@Levidy7,Welcome to the Garden ,2022-03-28T09:36:52.000Z,,,
NFT Klondike,@NFTklondike,Have a look on  @The_Habibiz  they have also a solid road map ,2022-03-28T09:36:34.000Z,,,
トモゴマフ（アスナバニー販売準備中）,@tomogomahu,,2022-03-28T09:36:25.000Z,,,1
お塩❂,@SalzSalt,,2022-03-28T09:35:39.000Z,1,,
NFT Klondike,@NFTklondike,One of the OG’s NFT.,2022-03-28T09:35:10.000Z,,,1
和泉,@izumi_game,,2022-03-28T09:34:27.000Z,,,
CryptoAmsterdam.nft,@damskotrades,"-  Azuki  pumped into a new ATH
- Muri did super well and wen't above a 1E floor
- Kiwami now pumping to .48E floor

The anime meta is alive again!

Eyening a new play with an anime artist behind some huge titels like a Dragon Ball movie, My Hero Academia and many more!",2022-03-28T09:34:15.000Z,1,,15
つーちゃん,@jyuhomukawayusu,,2022-03-28T09:33:32.000Z,1,,1
kazu@ゲーム垢,kazu@ゲーム垢,,2022-03-28T09:33:25.000Z,1,,1
仁志丸なむ☆地底のチェロ民,@ayn4611720nqq,,2022-03-28T09:32:54.000Z,1,,6
うめみや,@umechan_s_saku,,2022-03-28T09:32:46.000Z,1,,
LabsWhitelist NFT,@n_labswhitelist,"if you could only have one, which would you pick? 

- 1 BAYC
- 2 BTC
- 6  Azuki  
- 7 CloneX
- 8 Doodles
- 10 World of Women
- 11 Gutter Cats
- 100  #ETH  #NFTCommunity   #nftart",2022-03-28T09:32:41.000Z,3,4,6
SireDontPlay,@SDP808OD,,2022-03-28T09:32:30.000Z,,,1
Metaverse Alerts #nft #virtualLand,@MetaTradesBot,"#nft  sold!                  
Item number 3991 from the collection "" Azuki "" 
            
Price: 26 Ether [$86612.5]  Collection price has risen 17.42% over the past week",2022-03-28T09:32:07.000Z,2,1,2
ᴍɪɴᴀᴍɪ,@minami_saki_59,,2022-03-28T09:31:49.000Z,,,
雨宮心とからだ,@amamiya_kak,,2022-03-28T09:31:35.000Z,,,
𝚑𝚊𝚛𝚞𝚔𝚊𝚛𝚒,@shain20031229,,2022-03-28T09:31:22.000Z,1,,
みきてぃ,@mikitty_torte,,2022-03-28T09:31:05.000Z,1,,1
kits.eth,@ethkits,,2022-03-28T09:30:28.000Z,,,
Icedcoffee,@IcedcoffeeEth,"""Hey, the next round is on me""
Changing up the pfp to celebrate   @AzukiZen   LA   #Azuki",2022-03-28T09:30:06.000Z,,,25
olamide,@Mr_norkid,We all saw  Azuki  at 2eth,2022-03-28T09:29:48.000Z,,,1
Flip McBot,@nftsalesbot," rolexpunks   flipped    AZUKI  #3991 https:// 388653567af2f388e6224dc7c4b3241c544/3991 …   status: Emerald  in: 0.08 ETH  out: 26 ETH  hodl: 2 months 13 days 

 Ξ  profit: +25.92 ETH   paid: $259 (01/2022) made: $85,437 (  +32,987%)",2022-03-28T09:29:19.000Z,,,
NFT Whale Alert｜We are hiring,@nftgobot," NFT Whale Trade Transfer: [rolex1.eth] -> [ 0xda0da0] NFT:  Azuki  #3991  https:// 5af388653567af2f388e6224dc7c4b3241c544/3991 …  Price: 26 ETH ($86,367.89) Gas: 0.0053 ETH ($17.68) #azuki    #azukinft",2022-03-28T09:29:13.000Z,,,
House of Barons,@baronsDAO,One of the vices of this space,2022-03-28T09:25:38.000Z,,,
Rica,@rica_something,"wow  Azuki  garden party? 
can't go cause I'm not a holder but still looking forward to how it goes.",2022-03-28T09:25:30.000Z,,,
ミズ(極稀に母),@mizu_4,,2022-03-28T09:25:07.000Z,1,,
csCrypto News,@cscryptonews,"NFT Sales Slid Lower This Week, Cronos NFT Volume Jumps 236% Higher,  Azuki  Collection Rises  #CryptoNews   #Crypto   #Cryptocurrency Follow to be up to date with the latest  #CryptoNews",2022-03-28T09:25:04.000Z,,,1
Metaverse Alerts #nft #virtualLand,@MetaTradesBot,"#nft  sold!                  
Item number 7993 from the collection "" Azuki "" 
            
Price: 16 Ether [$53286.56]  Collection price has risen 17.42% over the past week",2022-03-28T09:24:55.000Z,,,
Tom 888 |,@tapirpunks,Sold  Azuki  for 20 ETH. Which floor should I sweep? (end up buying another flo  or Azuki) ,2022-03-28T09:24:19.000Z,,,2
justsomimi,@justsomimi_,I’m into  #Azuki   my mr into  #cloneX   #NFTCommunity   #WomenInNFTs   #nft,2022-03-28T09:23:09.000Z,1,2,6
つーちゃん,@jyuhomukawayusu,,2022-03-28T09:22:15.000Z,1,,1
vee_vivian,@vee_vivian2,Azuki  please come Veena is looking for you. One of the best,2022-03-28T09:22:15.000Z,,,
Trengible - Discover the nft trends,@Trengible," - 0xda0 just bought  Azuki  #3991 for 26 ETH ($86,056.88)

Collection:  Azuki Date: 2022-03-28 09:21:26 (GMT 0)

Detail:  https:// 91-0xed5af388653567af2f388e6224dc7c4b3241c544 …",2022-03-28T09:22:13.000Z,,,
NftBossAlert,@nftbossalert,"Collection:  Azuki  Azuki  #3991 was bought
Price: 26 ETH ($86056.88) 
Seller: rolexpunks
Buyer: Unnamed https:// 388653567af2f388e6224dc7c4b3241c544/3991 …  #AZUKI    #NFTSales   #NFTWhale",2022-03-28T09:22:06.000Z,,,1
Kevin,@forever_N1,Azuki ?,2022-03-28T09:19:51.000Z,,,
さんじゅう,@oriiiiiiiiiiii,,2022-03-28T09:19:39.000Z,,,
strawberryfarm いちご,@strawhat613,,2022-03-28T09:19:33.000Z,,,
AzukiApe Sales,@AzukiApeSales,"  Azuki  Ape Social Club - #1266   
sold for 0.07 ETH ($231.69)  https:// c4ae6b188f4581aa1dfdb7f4aba44aa578b/1266 …",2022-03-28T09:19:26.000Z,,1,1
よピ,@Yaruki_genki___,,2022-03-28T09:19:11.000Z,,,
JOSEPH,@1nkelay,Azuki ?,2022-03-28T09:19:08.000Z,,,
ものけし,@SMM2_monokeshi,,2022-03-28T09:19:07.000Z,1,,1
飛鳥,@Asky_xxx,,2022-03-28T09:18:59.000Z,1,,2
みかん,@mikan7260_,,2022-03-28T09:18:50.000Z,,,
𝚑𝚊𝚛𝚞𝚔𝚊𝚛𝚒,@shain20031229,,2022-03-28T09:18:26.000Z,1,,
Azuki Sales Bot,@AzukiSales,"Azuki  4209 sold for Ξ16.84 ($55,977.27). https:// 388653567af2f388e6224dc7c4b3241c544/4209 …  #AzukiZen   #azukiNFT",2022-03-28T09:18:00.000Z,,,
Azuki Sales Bot,@AzukiSales,"Azuki  7993 sold for Ξ16 ($53,185.05). https:// 388653567af2f388e6224dc7c4b3241c544/7993 …  #AzukiZen   #azukiNFT",2022-03-28T09:17:59.000Z,,,
みきてぃ,@mikitty_torte,,2022-03-28T09:17:48.000Z,1,,1
田中ゴンザレス\(//∇//)\,@122412T3iUe7kgy,,2022-03-28T09:17:47.000Z,1,,1
Trengible - Discover the nft trends,@Trengible," - mrblocktw just bought  Azuki  #4209 for 16.84 ETH ($55,738.38)

Collection:  Azuki Date: 2022-03-28 09:14:40 (GMT 0)

Detail:  https:// 09-0xed5af388653567af2f388e6224dc7c4b3241c544 …",2022-03-28T09:16:20.000Z,,,
Trengible - Discover the nft trends,@Trengible," - randoX just bought  Azuki  #7993 for 16 ETH ($52,958.08)

Collection:  Azuki Date: 2022-03-28 09:14:40 (GMT 0)

Detail:  https:// 93-0xed5af388653567af2f388e6224dc7c4b3241c544 …",2022-03-28T09:16:20.000Z,,,
飛鳥,@Asky_xxx,,2022-03-28T09:16:09.000Z,1,,1
ちょむ,@nora19cod,,2022-03-28T09:16:02.000Z,1,,
Ye,@Ye1740,@Zhang_Azuki    @FC7399   @RestocksNL,2022-03-28T09:15:59.000Z,,,
The Azuki Bot,@TheAzukiBot,The Current Floor Price for  Azuki  is Ξ15.7($52155.71) #NFTCommunity   #NFTs   #Azuki    #Azukizen    @AzukiZen  Follow  @ShellMechanic  for more!,2022-03-28T09:15:56.000Z,,,2
4/10 17:00〜22:00【ノージェンダー仮面BAR】エデン難波,@kayapanman_vp,,2022-03-28T09:15:26.000Z,1,,
みかん,@mikan7260_,,2022-03-28T09:14:59.000Z,1,,1
nao,@nao29o,,2022-03-28T09:14:52.000Z,,,1
@AZEDDINEKODINA,@AZEDDINEKODINA,@AzukiZen    @salmahruqi   @salamah,2022-03-28T09:14:26.000Z,,,
しろいろ。,@SHIROsn_sab,,2022-03-28T09:13:58.000Z,,,1
SUNTORY（サントリー）,@suntory,,2022-03-28T09:13:13.000Z,,,
ゆってぃ,@ac_ut_0727,,2022-03-28T09:12:19.000Z,,,1
及川,@o_f_ko,,2022-03-28T09:12:14.000Z,,,
ニコロ・ヴェルディ@バイオリン弾きVtuber,@バイオリン弾きVtuber,,2022-03-28T09:09:30.000Z,,,1
AzukiApe Sales,@AzukiApeSales,"  Azuki  Ape Social Club - #3106   
sold for 0.45 ETH ($1489.45)  https:// c4ae6b188f4581aa1dfdb7f4aba44aa578b/3106 …",2022-03-28T09:09:26.000Z,,1,5
Chloe.Azuki,@ChloeAzuki,"We are  Azuki  family 1. Follow my project  https://  and I will follow you/your project
2. RT my  Azuki  analysis to promote  Azuki  tgt:  https:// /status/1503784366291374082 …",2022-03-28T09:09:21.000Z,,,
Chloe.Azuki,@ChloeAzuki,"We are  Azuki  family 1. Follow my project  https://  and I will follow you/your project
2. RT my  Azuki  analysis to promote  Azuki  tgt:  https:// /status/1503784366291374082 …",2022-03-28T09:09:20.000Z,,,
saiyangod,@saiyangodfps,tru,2022-03-28T09:09:20.000Z,1,,
Chloe.Azuki,@ChloeAzuki,"We are  Azuki  family 1. Follow my project  https://  and I will follow you/your project
2. RT my  Azuki  analysis to promote  Azuki  tgt:  https:// /status/1503784366291374082 …  https:// us/1508370062801272837 …",2022-03-28T09:09:19.000Z,,,
Chloe.Azuki,@ChloeAzuki,"We are  Azuki  family 1. Follow my project  https://  and I will follow you/your project
2. RT my  Azuki  analysis to promote  Azuki  tgt:  https:// /status/1503784366291374082 …",2022-03-28T09:09:18.000Z,,,
kingrama.eth,@KingRamaXI,Welcome to the garden!,2022-03-28T09:07:35.000Z,,1,
Soda Popinski,@SodaPop61056654,@Azuki_ETH   @gutterjackson   @PogueEli,2022-03-28T09:07:29.000Z,,,
中村,@GARNET_CROWbot,,2022-03-28T09:06:46.000Z,,,
年中夢休,@69_vtb,,2022-03-28T09:05:51.000Z,1,,
Azukikz.eth,@Liu_Hong_Hong,yo !IKZ,2022-03-28T09:05:43.000Z,,1,
JBNFTKING,@JBNFTKING,@DutchtideStudio  ,2022-03-28T09:05:33.000Z,,1,1
𝚜𝚘𝚖𝚒,@somi_poteto,,2022-03-28T09:05:10.000Z,1,,1
Menace,@MenaceSahota,I honestly think  #Kiwami  can be big as  #Azuki,2022-03-28T09:05:03.000Z,,,
ちちボーロ,@gomashioyukari_,,2022-03-28T09:04:57.000Z,1,,1
Metaverse Alerts #nft #virtualLand,@MetaTradesBot,"#nft  sold!                  
Item number 3250 from the collection "" Azuki "" 
            
Price: 16 Ether [$53205.12]  Collection price has risen 17.88% over the past week",2022-03-28T09:03:44.000Z,,,
katsuya,@yougaku_k719,,2022-03-28T09:03:41.000Z,,,
AzukiApe Sales,@AzukiApeSales,"  Azuki  Ape Social Club - #810   
sold for 0.1 ETH ($330.99)  https:// c4ae6b188f4581aa1dfdb7f4aba44aa578b/810 …",2022-03-28T09:03:26.000Z,,1,3
Azuki Sales Bot,@AzukiSales,"Azuki  9725 accepted an offer for 15 wETH ($49,822.14). https:// 388653567af2f388e6224dc7c4b3241c544/9725 …  #AzukiZen   #azukiNFT",2022-03-28T09:03:00.000Z,,,1
Azuki Sales Bot,@AzukiSales,"Azuki  3250 sold for Ξ16 ($53,143.61). https:// 388653567af2f388e6224dc7c4b3241c544/3250 …  #AzukiZen   #azukiNFT",2022-03-28T09:02:59.000Z,,,1
blockbongs,@blockbongs,"our contract conforms to the  #ERC721  standard as countless popular projects. Our goal is to deliver your blockbongs to you as comfortably as we can. Implementation of ERC721A developed by  Azuki  will allow minting of multiple blockbongs in a single transaction, lessening gas fees!",2022-03-28T09:02:40.000Z,,,2
"G∆V!N LOW (,)",@MrGavinLow," Alpha maybe ?  *cough cough*
Wen AzukiCoin ? Seems like  Azuki 's contract deployer already playing with the idea.  #IYKYK   #Azuki    #ERC20   #NFT",2022-03-28T09:02:36.000Z,1,,2
